overall,reviewText
4.0,"I loved this dress! I ordered a large, I'm 5'8"", 160lbs and it fit nicely,  a little on the bigger side but I chalked it up to being roomy to easily party in! It was very comfortable and was a nice length on me. (I ordered another dress, same size and it was obscenely short and I would've been uncomfortable the whole night, constantly pulling it down.) I liked that it had straight string tassles (not looped ones) all the way around the back too! I tried 3 different online flapper dresses and this was definitely the cute, yet comfy winner at a good price!"
4.0,I love it! I am 5'5 and 140. I went with a large and it's a little loose but not too bad. And It's pretty comfortable!
5.0,"Absolutely perfect! I am a dress size 2, and the small fit my perfectly! The costume was a big hit at my halloween party and for work! Good quality. I did purchase another black headband when I lost the gold one, but still a great costume!"
5.0,"I love this dress.  I'm a medium but after reading the reviews I decided to order a large.  The fit and length were perfect.  I will be wearing it to a party tonight so at this point I don't know how it will wear.  It seems to be made very well so I don't think I'll have any problems with it.

Update..I had so many compliments on this dress at the party I attended.  I was very pleased and will definitely order again."
3.0,kind of conservative.  wasn't look I was going for ;)
4.0,it was a hit at the party!  fit comfortably and was decent quality for the low price.  the headband was a little flimsy (super small feather) but that was an easy fix.  it was cold the night i wore it and i found it surprisingly warm (that's the polyester).  anyways... it was cute and i'm glad it fit true to size.
5.0,Great costume! Fits as expected!
5.0,My daughter needed it for a school event it fits great.
1.0,I order the dress small and it's little big on me . No true to its size
3.0,"I am 5'9"", about 150 lbs and I bought a size Large which was way too big. The neckline was so large my bra was hanging out and due the fact that there is fringe on the shoulder straps, it is not easily modified. For this reason, I had to return it. Other than that, it looked pretty decent for $20."
5.0,Better than expected. Fast delivery
5.0,"I ordered this as an impulse buy about a month before Halloween, and I do not regret it. It fits exactly as in the picture (I'm 5'5""-5'6""and 130-135 pounds) and it looks super cute! I wish it came with gloves, but I will just buy those and fishnet stockings separately, making it still cheaper than comparable outfits at Halloween or party supply stores."
5.0,Just beautiful!
3.0,Costume was missing headband.  Can you just reship that piece without the hassle of a return?
3.0,I'm a size 4 and buy a dress medium. I was a little loose
5.0,Very good quality! Heavy and not see through. Love it!
5.0,Fit perfectly and was delivered on time!
5.0,"I was a bit worried the dress would be too small, but decided to go with my normal size (small). The dress fit perfectly! I am 34DD, pant size 26/27, 5'3"". It will work great for the 1920s party I am attending and you can't beat the price!"
5.0,My daughter loved it
4.0,Nice dress. Fit me perfectly. Does feel like a real dress not a costume.
5.0,"My niece loved it and is wearing it to homecoming with a theme of The Great Gatsby.  Gloves, hose and boa do not come with it, only headband and dress but a great buy and good quality."
4.0,"It's really cute but it you have hips, definitely order up a size. I'm a curvy size 6/8 and normally wear a medium. So glad I read the other reviews and ordered a large. Fits perfect."
1.0,I can't get it over my shoulders. It should have fit. I weigh 150& wear a size 12/14
5.0,Amazing costume I love this !
2.0,I need it for a 20's party in September.
5.0,"Just as described, thanks!"
5.0,"Loved the dress, as did everyone else.  Great fit!  I was very pleased."
4.0,If there was a XS available I would have gotten it but it should work okay with a belt!
5.0,It's a costume with costume quality.  It served its purpose for a Great Gatsby themed party.
5.0,Great costume
5.0,I usually wear a size 4.  I sized up because people said it runs small.  I ordered a medium and had to return it for a small.  The small fits perfectly.
4.0,"It's a little bit big on me, but I am very tiny and petite. I love it though! The head band looks super cute with it. The costume is definetly 1920's/Flapper looking!"
5.0,Great costume and fit perfect. Sizing was right on. Costume came with all the pieces.
1.0,The dress was to small it was not the color i wanted but it fitted my niece who is a childs x large
3.0,"I like the dress, it is just not a true to size XL. I am a size 14 and XL covers sizes 14 & 16."
4.0,Great deal for a last minute Gatsby party. Quality wasn't the best but it worked.
5.0,"Loved the dress! Fit perfectly! Im 5""11 and a size 6. Large fit perfect. Good quality, recieved many compliements. Head piece is pretty basic, just the headband and the feather. I fixed it myself but overall it was a great purchase!"
5.0,Love it
5.0,Very nice dress! Really good quality!!!!
4.0,It worked for what I needed it for. It shed quite a bit but after ordering and returning 2 other dresses.. I was pleased that it fit!
5.0,Loved my dress!! Fit perfect and looked great..it does have a bit of static not sure if it had something to with the weather but did not bother me at all.
5.0,"So I bought it for my kid to wear at the performance as a costume. However, the quality of this dress is amazing. I am picky and I realized I am actually going to wear it. It doesn't look cheap or costume-like. I ended up loving it!!"
5.0,"This dress worked perfectly for a Great Gatsby themed wedding. I am 5'2, 125 pounds and the small fit perfectly."
5.0,Fit perfectly...worked out well for the event...didn't realize it came with a head band with a feather.  I will send the other headband I ordered back because it didn't fit as well.
5.0,"Really good quality for the price. I disagree with the other reviews that say it runs small. I found it true to size. Also, I am 5'11"" and was pleasantly surprised that this was not too short on me."
5.0,"This was a great costume purchase!  I planned a surprise gangster party for my wife's 45th birthday this year.  I bought this costume without her input, but what a great purchase!  I followed the fit guide provided by California Costumes and bought her a size small.  My wife is petite.  She is 5'3"" tall and weights about 105 pounds.  The costume fit perfectly and she said it was very comfortable.  I had purchased California Costumes in the past, and had knowledge of what a quality costume they make.  This costume was just as pictured in the description and it was a great hit with my wonderful bride.  The costume held up well, and I was able to fold the costume back up and put it in the original packaging again and we will use it for a Halloween event sometime in the future.  California Costumes really does a great job.  We currently have three California Costumes, and I would definitely purchase from them again.  Their fit guides and descriptions are consistent with the actual product, and the quality can't be beat.  I have included a picture of us in our costumes...her is the California Costume, mine is just a deconstructed suit that I made into a gangster costume.  (P.S.  The gray boa, the pearls, the hose, and shoes on my wife's costume were purchased separately, they are not included in the original costume,but they really added some great detail)"
5.0,I looked amazing in my costume for my dance concert. It held up perfectly!
4.0,"There is another  layer of tassels on top. The picture shows just one long layer and the rest of the dress with a shorter length of tassels. On the dress irl, all the tassel layers are the same length."
4.0,"I read the reviews, thank you!, that it ran on the small side so I ordered a size larger for my daughter who is tall and thin. It is short, which is shown in the picture, but a delightful purchase!"
5.0,Great product! Just as advertised
4.0,"This dress is gorgeous! I'm glad I read the reviews to go with a size larger. I'm bigger in the bottom, but the top was a bit large. However that's okay because the dress is absolutely fun to be in!"
5.0,I am really glad I didn't go by most of the reviews. I ordered my normal size (small) and it fit perfect! It is comfortably roomy - not baggy or too tight. I wear anywhere from a size 0 to a size 4 petite.
5.0,"Bought the small costume for my daughter for a 20's night presentation she had to give at school.  She is 4""9"" and the length and fit were great!  Dress is very flattering and not tight through the middle or hips.  The headband with the single feather was fine - slightly small feather but she is petite and she thought she looked great! Added fishnet stockings, gloves, beads and a black feather boa (that never stops shedding!)  She looked marvelous and got many compliments on her outfit!  Ordered it with Amazon prime and it arrived in 48 hours."
3.0,Sheds.
5.0,"Fit was nice, not too short as most were."
2.0,Way to big. Wasn't very cute on me.
4.0,This costume is made very well for the price.
5.0,Great deal and fit
2.0,I'm so upset with this order! I paid an extra $5 for 2 day shipping because I needed this costume ASAP for a Great Gatsby party at school. I just received and opened it 5 minutes ago and I already have an issue. It only came with the dress and not the headband! Not only did it just have the dress but the dress wasn't even finished being made!!!! It still had some of the fringe not unraveled yet and it was still attached to a long piece of string. So upset right now because it fit perfectly and I need this by next Wednesday!!
5.0,"I got a size up from what I normally wear as recommended by the other reviews. Unfortunately for me, it seems true to size so ended up returning it due to it being too big on me. I'm 110 lbs and size small was too big"
4.0,great for halloween
5.0,"I really love this costume! Just a warning, the other reviewers are right about it running small. I usually wear a 8-10 dress size and ordered the xl thinking I'd need to take it in somewhat. It actually fit perfectly!"
5.0,Fits great. Smooth transaction. Thank you!!!
5.0,It worked for what I needed
5.0,perfect for my daughter's great gatsby party. :)  the medium fit like a medium.
5.0,bought this for work on Halloween. I also bought it a size bigger and it fit fine.  Great costume for the price.  Heavier than I expected.  Pleasant surprise.
5.0,Exactly as expected. Good fit and fun costume
4.0,"perfect for Halloween, don't expect high quality , this is really meant to be used just once or twice.  The dress came longer than the photo, but I hemmed it and it was fine for the party."
5.0,Great costume and received it promptly
4.0,"The costume was ok... I ordered a Medium, but fits like a Large. I had to fix some of the strings because it wasn't pulled out correctly. Overall an ok product."
4.0,Very cute.
5.0,Came the next day. Fit very well surprisingly good quality for such a low price.
5.0,Excellent costume
1.0,Outfit was a bit smaller then I expected
5.0,"As we are going to a 20's themed party, this dress is the ""cat's meow"".  Totally party appropriate!!"
4.0,This was a fun dress. It kind of falls apart and fits a little small but for a one knight it's okay.
4.0,"I purchased a large for a Halloween costume expecting it to probably be a bit baggy on me, but worried that a medium may have been too small after seeing some of the pictures others have posted (I'm typically a medium in clothing). I think I could have gotten away with a medium, but the large worked perfectly fine as a costume piece. It's a very simple flapper costume but I accessorized well and got a lot of compliments! The material is cheap, but that didn't really bother me at all, as I wasn't going for authenticity."
4.0,Came fast and was perfect for halloween! It was a little looser than I would have liked but it fit for the time period and I received a ton of compliments all night! The feather headband was by far the best part of the costume- so fun!
5.0,Absolutely love it!!  For the price you couldn't beat it!!
4.0,"NIce, doesnt look like a costume but a nice era dress. YOu will see the difference in costume wear. Great for the price."
4.0,"My wife is normally wear size 19 and this was a little large for her (5.6"", 153 lbs) Other that looks great."
4.0,"It definitely runs large, but honestly it didn't bother me too much. I wish I would have ordered a size down, but because I am so tall I wanted it to be a little longer. It works perfectly for a 20s themed party. Nothing too fancy, but still a solid costume piece!"
5.0,I wore this to a 1920s themed bridal shower and everyone commented on it and asked where I got it. It was so comfortable and so easy to accessorize!
5.0,"This dress was not only very cute, but a great price for a party.  Very happy with this!"
5.0,Great Halloween costume. Looks good on and fits well.
4.0,"I usually wear a 4/6 in womans but decided to buy a medium because of the other reviews. It was a little big but the length was good. Overall, worked out great for the party."
5.0,Great dress!!!!!
5.0,A little snug to yr body but it's very nice and affordable
1.0,"I am a 120 lbs and 5' 4 so I ordered the small. The body fits ok but the dress stops where my butt meets my leg! It is ridiculously too short, I can't lift my arms or bend over or barely walk without my butt being seen. The fringe hangs down so it's not that obvious until I move. Also the dress description says the headband was included and the bag the dress came in said there was a headband but there is no headband. I'm furious because it's too late for me to do anything about it before my trip. So i'm just out the money and still no Great Gatsby costume!"
3.0,"Cute,stylish,but  too tight in the bottom and slightly to big on the top."
5.0,great for the price and for halloween :)
5.0,nice outfit
5.0,"Great well-built costume, can definitely use multiple times. I'm 115 lbs, 5'5'' and the small fits me well (just like the picture, not tight, with some extra room).  As a reference to the reviews that say the dress run small, particularly in the waist area, i wear 26"" jeans and i still have plenty of room in the small."
5.0,This fits perfect!  And great dress and hairpiece!
5.0,"It's nice to wear a flapper dress, because I feel like Leonardo's leading lady in his ""Gatsby"" movie."
3.0,Sizes run small so be careful when ordering
3.0,"This dress worked for Halloween, I'm naturally small so it was a little big on me and the shoulders kept going down. Overall it was a great costume to wear for the price."
3.0,Love it got great reviews..
4.0,fit and made well
4.0,If you're curvy around the hips get a larger size. The dress is pretty straight fit. It is a great costume dress overall.  The feather headband was okay.  You may want another headband if you're looking for more glitz and glam.
5.0,"Too big for me but great service, quality and return policy."
4.0,"I bought this costume in an extra large, even though I wear a large normally.  It was still a little snug, but with some stretch it was still comfortable.  I got the black one and felt really ""Flapper-ish!""  The feather on the headband wasn't very large, so it didn't stand up much, but it was comfortable, too. It was a great costume for my dinner/event at a good price.  I can wear it again, too."
5.0,"So the dress is exactly as pictured and described. And I'm actually really happy with it. HOWEVER. Because of other reviews, I was afraid to order the dress true to size, since so many people have said that the dress runs small.
I am 5""5, 116 lbs, have a small chest and usually wear a small in everything. But I ordered a medium because that's what all the reviews said to do, and the dress is definitely too big. I'm actually fine with it, because it's just a little too baggy and long which actually gives it more of a genuine 1920's look (clothes kind of hung on women back then and were not form fitting).
So, all in all, I would say that if you are looking for this dress to fit you right, and maybe be a little sexier, buy the size you usually wear. If you have some time before the event you're wearing it to, you can always send it back and re-order if it's too big/small.
As far as the product goes, I'm very happy with the quality and everything about the dress. It smells horribly of chemical plastic, so give it some time to air out. And the headdress, as everyone else has mentioned, is sparse and could use some TLC if you're wanting a really snazzy headpeice. But I'm wearing it as is because I think it's just fine."
3.0,not the most quality dress but good for what it is. fit good.
5.0,I loved it <3
5.0,Happy customer 
4.0,Very nice quality. Lots of compliments.
5.0,It was great!!!
5.0,"I didn't get to wear it as planned..party changed but I do like the dress and will keep for something future I hope.  I am a size 4 and the SM fit well.  The SM did say 6-8 and in street clothes a 6-8 would be big on me...I'm about 108 lbs. I read the reviews.  I believe it did have an x-small which I  would have ordered since I'm not 6-8 but was not offered on the order page...glad because it would have been too small.  And, I'm 5 '3"" so it's  longer on me than picture shown."
5.0,It was perfect
5.0,I was blown away by the quality of this dress!! For what I paid I kept my expectations low. I was worried about the size but it fit perfectly ordering exactly the size I am. I highly recommend this!!!!
5.0,Fit well and was well made for being inexpensive!
5.0,"Very satisfied with this product. I received it the day before I wanted to wear it and was I nervous that it wasn't going to fit but it looked great! Plus, it was only $16. The only downside is that the tag tells you not to wash/dry the dress, only spot clean."
4.0,I so Love it!!! I though it was to much to show my skin but I love it!!
5.0,Perfect costume. Won first prize as a group as gangstas and flappers.
5.0,I am a size 6 currently and it was short and a bit tight but it looked awesome!
4.0,The fit is pretty true to size. It was slightly big on me but still looked very cute. All in all it was just what I was looking for
4.0,"Based on other reviews, I expected a snugger fit than what I got. I'm 5'5"" and curvy, typically I wear between a 10 and a 12, so went with the extra large based on what I read about this dress. I could have gone with the large and been a little happier, but overall a great dress at a great price. Order with enough time to return for another size if at all possible, since it seems this dress, like most women's clothing, fits everyone a little differently."
4.0,"It is a good costume--not sheer, doesn't feel cheap.  And it fit well, I ordered the large so it would be long enough (mid-thigh) and it was.  But the trim stitching was already unraveling at the end of the night."
4.0,"The sizing of this was a little strange, but it is a costume. The arm holes were a little big for me, but I think it would fit most rather well. Reading the reviews of this product really helped me decide what size to get. I would still recommend this product though. Its definitely a good buy."
4.0,"It was beautiful! Fit good, i ordered one size bigger like all the other comments and it fit, since i am short i had to make some alterations to the straps but overall it was a good product."
3.0,I ordered a small thinking it would fit because that is what I normally wear. However once I received the costume I learned that a small is a 6-8 and it was way too big. It looked great otherwise but unfortunately I had to return it.
5.0,"Used for a Halloween costume and fit perfectly! I'm 5'0 and it was right at my knees, which is what I wanted!"
5.0,"Great costume dress, a bit shorter then expected, but very comfortable.  I did order a size up, per previous reviews."
4.0,"Fit well, enjoyed the dress a lot!"
4.0,"It shipped right in time for Halloween! Came with the dress and the headband only. The dress fit me well, I got a small size and I'm usually a 6 for my dress size. I'm about 120lbs and 5'5'. At first I got the medium but sent it back for a small because the medium was too baggy on me. Very comfortable and the headband didn't give me a headache! Thankfully. Only problem was the fringes in the dress come off easily if they're pulled on."
5.0,It is beautiful! The dress really worth it. I just miss the gloves. But otherwise it was perfect
5.0,"I went a size up as everyone said... It was still a little loose but as a flapper, thats ok. I actually cut the bottom of it to make it a little shorter. But very happy with my purchase. I will definitely be able to use it again as well"
5.0,"Bought this for my daughter who is petite but is very well endowed in the chest and bottom area. So, we went with a medium since all said it ran small but we had to take it in by length and sides. It is very cute. I would just make sure you order in advance in case you need to exchange it."
4.0,"I went with a medium instead of a small based on the reviews. I normally wear a size 4 or 6. This dress was a bit too big for me but it worked just fine. I worried that the small would have been too snug. I'm 5'8 and the dress came to about 5 inches above my knee. The headpiece was comfortable, however the feather attached was a bit flimsy. Overall it worked and I got many compliments!"
4.0,Loose of the waist and tight on the hips so aftee reading the reviews got a size medium. It looks noce enough for the price.
5.0,Great dress! It is definitely worth the money. It felt like a high quality dress instead of a costume! I will buy all of my costumes from this company from now on. The size matched me perfectly!
4.0,"The dress was a little larger than expected. Sheer and very thin fabric, ripped fringes were barely attached, so I had to alter the dress a bit. Overall a good costume."
5.0,"This is the first time I've bought a costume online that I DIDN'T regret! I wore it to 3 parties, got lots of compliments about it, and I will definitely wear it again in the future.

One of my concerns was that the material would be cheap and the fringe would be too sparse. Neither were the case! I'm 5'5, 150 lbs, generally wear a size 10 dress, and I bought a size Large. It fit perfectly, but any smaller around the hips (mine are 40"" around) would have been a problem.

Over all, I'm very satisfied!"
5.0,"Bought this for a zumba Halloween event, and had many, many compliments.  We did have our Zumba class and the costume held up remarkably well through all the activity--I wore a thin pair of shorts underneath for decency.  I did a spot clean under the arms and hopefully, in the future, I will have an opportunity to wear it again.  After reading reviews, I ordered the next size up from what I normally would wear.  I am glad I did, as in the hip area there was no room to spare.  Because of the fringe sewn around the dress there is no ""give"" in the material. I would definitely recommend this costume."
5.0,Really cute and flattering!
3.0,It's way shorter than what it shows in the picture
3.0,"The costume came without the feather, the dress and the headband are fine."
1.0,Fit horrible. Couldn't get it over my head. They should really be more specific on how the sizing fits.
4.0,A little big but will do for the occasion.
5.0,"Good Fit, ordered Medium typically wear size 8 dress."
5.0,Impressed by the quality of the dress. It doesn't look like a costume it could easily pass as a normal black dress. Very good for the price.
5.0,"I accidentally ordered this in a x-large which according to the size chart is for a 12-14, i'm usually more of a 14-16 which would have been a XXlarge or plus. I didn't realize this error until after it shipped. I read other reviews which stated this dress ran very small and was short and even recommended to order a size up which made me nervous because according to the measurements on the size chart, this never would fit me with the size i had ordered. I tried it on anyways and I'm glad I did, the X-large fits me perfect and I'm not easy to fit, especially with dresses. I'm 5'7, a 38 DD and more broad across the shoulders with a rectangular torso, like no hip indentations lol but the X-large is dead on, not tight at all, i'm comfortable and have extra room. It hits about 2.5 inches above my knee which i wouldn't consider ""short"" with my arms at my sides my finger tips is about the length of this dress. The only thing I will say is yes it is more fitting around the hip area as this dress is supposed to be like a sheath dress, if you are more hippy or pear shaped, this may not work for you or size up. The head piece that is included is nothing special, elastic with sequins and a feather, kind of scratchy to wear. I ordered another headpiece separately and it just looked nicer and better quality it was silky and more comfortable. Overall this costume looked great :)"
4.0,Product came on time.  Is made well.  The headband is cheap but that's to be expected. Over all I'm happy and it was worth the 20 bucks.
5.0,"This dress is darling! I am 5 3"" 1251b, I read many reviews before buying. Its a little longer on me as Im short but it is above the knee. I got a little black belt to help lift it up just a little. I bought the medium but should have bought the small."
5.0,Love this costume. Fits true to size with lots of fringe!
4.0,Came quickly-fits fine
5.0,"Just as I expected. One thing that someone who is interested to boy this must bear in mind the price. This costume is really good, if someone want an amazing materials, can buy the expensive costumes starting from 50$.
It is excellent and fits perfectly its porpoise.
I highly recommend it."
5.0,Excellent fit
2.0,It was too large and had a gross chemical smell. Had to send it back.
3.0,I don't know what people are talking about when they say this is small. It was HUGE. Required alteration so that I could wear it; much too long and wide for me.
5.0,LOVE IT!
3.0,Average dress except it's very big for being a small. I'll have to have it alter it but it will do its purpose.
5.0,great!
4.0,Nice but my backside was to big. It kept rising up as I walked. I had to go up 2 sizes
2.0,I didn't get fur in California women costumes ..
5.0,Fit my daughter well
5.0,PERFECT FIT. GREAT COSTUME MATERIAL FOR THE PRICE!
4.0,"I really love this costume. I am a size 2, 121lbs 5'5 so it is a bit big but I believe the flapper dresses are supposed to be loose... I definitely recommend this costume."
4.0,Beware - some of the fringes came out of the package tangled and frazzled. I simply trimmed the frazzled ends.
5.0,Great deal for the money. I like things shorter so I put a black belt under the fringe and it looked great. I am 5'4 and weigh 135. It fit very flatteringly
5.0,Beautifully made! Does not look cheap at all.
2.0,"The sizing chart is completely wrong. I bought a large and it fit smaller than a medium I had bought in a similar costume. When I mean smaller, I couldn't even get it over my shoulders and I wear size 10-12. Very disappointing. Returning for a refund."
3.0,Fit as expected.
5.0,Nice costume but quite small.
5.0,So great looking.
4.0,"I followed everyone else's advice and ordered a size larger (I'm a small, so I ordered a medium). Unfortunately, I probably should've stuck with the small, because it's a tad large! The dress comes down to my knees (I'm 5'3) and is pretty baggy up top. However, I think with a few small adjustments, it'll be just fine. The dress is well made considering how little you're paying, and I didn't notice any missing strands or sequins. The headband is actually kind of a nice touch; I don't like it with the feather, but I can definitely repurpose it for something else sans feather. A great purchase!"
3.0,I'm glad I'm skinny or I couldn't wear it. But I like it.
1.0,I ordered based on the reviews and ordered a size larger than I wear. Way too big.
5.0,very cute dress! arrived really quick!!!
1.0,The costume runs really small. And there return policy is the worst I have ever seen. So I have paid for and outfit and have nothing!!
5.0,This is the dress I wore for our 1920 dress up on my cruise love it love it love it.
5.0,More than pleased....fit perfectly and pretty true to size!
5.0,Absolutely fantastic. I got an XL just to be careful and it's fits great. Not too snug not too loose. Pretty heavy material for a costume too. Highly recommend
4.0,"After reading the reviews I decided to order a size larger than usual just to make sure the length was okay. I'm five foot three but I have a larger butt, so dresses tend to lift up a little higher at the back because of this. Normally, I'm a M so I ordered a L and it fits perfectly! One thing I was upset about was that I had to pay $1.31 on top of what I already paid because it was sent saying it was only 1lb but it ended up weighing over 1lb."
5.0,Very cute. Not too sexy for office Halloween parties. Love the red color
4.0,"The dress is great, however I found it to run bigger then expected for a size small."
5.0,For a costume it is great quality! I bought the 8-10 medium and for me it fits well.  It is snug on the hips. If you are more of a size 10 you probably want to go a size up.
4.0,Nice costume for the money. Very pleased with the product.
3.0,It's very nice but I'm tiny so even the small is a little large on me! Wish it came in X-small!
5.0,super cute!
5.0,Order a XL were a size 14 it looked great on me the fit was perfect. I was comfortable the whole night..
5.0,It was better than what I thought.
5.0,It is great!
5.0,"Lovley dress, a little too big though it will work. I'm 5'1 and 132 pounds ( I got the small) and its comes to just above my knees and the top of the dress shows a little more breast than planned. Still it's wonderful, good quality and definitely worth the money :-)"
5.0,Nice
5.0,Really cute dress. Sexy but not slutty. Made for a super cute flapper costume. Would buy again.
3.0,It's ok hangs kind of low. Headband is flemsy
5.0,I took everyone's advice and ordered a size up and I'm happy with how it fits.  Can't wait for Halloween!
5.0,I normally wear a size 4 and I ordered a medium and it fits perfect. It runs small in the hips you can tell and if I would have orders a small I think it would have been too tight. So just order a size bigger than you normally wear and you should be good. Good quality for the price as well.
4.0,Loved this costume. I am a size 12-14 I got an XL and it fit as expected. Even a Lil loose. Not skin tight. It's pretty well made. Especially for the price.
5.0,"Fit as promised, and looks great! Love the headband. I'm a dress size 2 and it is a little long on me but fits great."
5.0,Great fit my daughter is a size 4 looks awesome well made
5.0,"Fits exactly as expected, not too small and not too big, just like baby bears oat meal it was just right :)"
1.0,"Cheap quality you get what you pay for. Didn't even end up wearing, I bought a better quality dress"
5.0,"Nice product, my mother loved it. Had to return because she liked another costume a little more."
4.0,"Greatly looking costuming. Very well made, but runs about a size smaller than what you buy in ready to wear. I wear an 8 or 10, but sized up to a 12-14 (L) in this costume."
3.0,I would definitely suggest ordering a size up with this dress. It was a little snug.
4.0,Wearable but a little tight in bust area. Fits every else
5.0,I loved this. It fit perfectly!
5.0,"I love this dress!! I ordered it for a ""flapper"" dance number and it is perfect! Based on previous reviews, I ordered the XL (I normally wear a size 8 or 10). The dress is a tiny bit large in the top, but hangs and moves beautifully. I will probably buy this dress again in other colors - especially red!"
5.0,This is a fab 20s dress. Heavier in weight and fit as expected!
4.0,"I am only 5'2"" and the usually fit a size 10.  This dress fit great.  Not too short and I am glad that I read that the dress ran small, so  I ordered  a Large. which well."
5.0,"This dress was perfect for the 20's party I went to last weekend! Before ordering I read all the reviews and decided to get a medium because people kept saying to order ""up"", and it was definitely WAY too big on me. Luckily, I had one more day to order the small and it came just in time. :) I'm 5' 5"" and 126 lbs. Hope this helps!"
5.0,"I bought this dress for a 1920's theme murder mystery dinner but I'll wear it again for Halloween. It looks and feels great! It's one of the most affordable flapper dresses I could find on amazon too. I was really nervous about how it would fit due to the reviews but I went ahead and ordered my REGULAR SIZE which is a small and it FIT PERFECT.  I'm 5' 5.5"" weigh 120lbs."
4.0,Please Oder a size larger it is short also.
5.0,"Far superior product than I expected!  Fit was perfect and being a seamstress myself, the quality of material and craftmanship was surprisingly good for the price!  I'll be back for more shopping"
4.0,"This is a great costume.  Nicely made,  fringe isn't too thin and goes all round the dress. Fabric is not stretchy. I buy a size 8-10 dress but otdered XL; the. L was tight. Bra friendly neckline that isn't too low and it scoops in the back. Overall. .a great costume.  Ordering this dress for a ladies dance group."
5.0,"Very nice, not much stretch though.. It fit as expected so stretch wasn't a concern just nice to have a little give just in case"
4.0,Great Price and perfect size.
3.0,Runs small
5.0,Better than expected! My daughter wants this as her Halloween costume and I went ahead and bought it when we saw it because things sell out. It is much nicer quality than I expected and she is very happy with it. It looks adorable!
5.0,Beautiful costume and very well made. I was unexpectedly very pleased and my teenage daughter had numerous compliments.
3.0,"It's about as good as the price. It's not made for curvy people, but nothing 20s was. The fringe falls off a lot and it's rather long on someone like me who is 5'3""."
4.0,I like it
4.0,Will work just fine. Thanks.
5.0,It's perfect for the occasion. And fits perfectly.
4.0,It was fine.  I am short so it was really long on me.  I ordered it big since the reviews said order up.  I did and it was good idea.  I would say that the model must be super tall because I didn't expect the dress to be almost mid-knee.
5.0,its a little to short but its because i have big hips.. but i really liked it
3.0,My wife had to pin it for our event
5.0,"I know some reviewers had some sizing issues.
I'm 5'3, 120lbs, 34b with a not flat booty. I bought a small and it fit perfectly! Alllllmost a little tight on the bum but was perfect."
4.0,"Great for the price! Feather fell off headband on the first wear, but other than that very cute, fun, and comfortable."
5.0,Just what I was looking for!
5.0,"Fits perfect, looks perfect"
4.0,"I bought a size up as recommended because if you are curvy at the hips is going be tight /weird in that area if you order your regular size.  It is suppose to be a bit loose so it was a good fit and hit at the event.  However, the headband was a bit disappointing, the feather was small and a bit cheap looking but it will do for Halloween or theme parties.  I ended up getting a better one.  The quality was good compared to other costumes and the fringes go around the dress and don't come out easily."
4.0,"I read the reviews that you should order a size up and I'm so happy I need! I generally wear a size small so the medium was the better choice. It is a bit of a short skirt (I'm 5'7"") so keep that in mind when planning on sitting much while wearing it. Otherwise, it's a great inexpensive costume with a cute feathered headband!"
5.0,"I'm usually a size 4, but in dresses a 6/8 usually fits me better. I got the 6/8 and found it was a tad too big, but it still looked and felt great!"
4.0,"I like the dress. It was perfect for the flapper bachelorette party I attended. Great price too. I'm glad, though, that I read the reviews before making my purchase. I usually wear a size 8-10, and the reviews warned that the dress runs small, especially if you have curvy hips. I bought both a Large and an XL, and the large was a bit constricting on my hips, so I kept the XL. The XL was loose for the most part, but I think that was a good look for this particular style. Totally recommend!"
5.0,Great buy!!!
5.0,I went by what other reviewers said and ordered a size larger than I thought I needed and it was perfect.  The quality was better than what was offered at our local shops but still what you would expect for a Halloween costume.  The price was also more reasonable than our local shops so we took a chance ordering close to Halloween and it arrived in time.  Very happy!
4.0,This dress is awesome for the price and I got tons of compliments at the 1920s themed reception I wore it to. I will say it runs small which I knew thankfully from reading the other reviews. I normally wear a size 46 but in this in the medium was tight getting over but fit well once on. Definitely size up. Otherwise it's awesome! The fringe hides a lot and the fringe goes all the way around which I did not see on a lot of other dresses.
2.0,It was smaller than expected and the fringe started falling off right away.
5.0,"Dress fit true to size.  It was short, but not too bad."
5.0,Perfect for a costume. Lots of tassels.
5.0,"The dress was really pretty and of great quality. I purchased for my mother, who is 54 and a size 10.  I got her a size L and it fit well around the hips but was very large on top. It wasn't a big deal, we just pinned a couple of inches with safety pins and was not noticeable. She would have been OK in a Medium but I mainly purchased a Large so it wouldn't be really short on her."
5.0,Really cute on and fits exactly as described. Even came with the headband that I was not expecting.
4.0,great fit
5.0,I bought an 8-10 medium I think for my 14 yo daughter. I was afraid that the small would b too small. I was right the medium fits great! The material is top notch! This costume is gorgeous and does not look cheap in any way! I love it!
5.0,"This was perfect for my 20's themed party I attended.  I'm usually a size small, 108ish lbs & 5'5' & the small size fit almost perfectly.  Super cute & would definitely recommend."
1.0,"Lousy quality, returned it."
4.0,Very nice
4.0,"Purchased for my 5'6"" 110 lb. 16 year-old daughter for her cousin's Gatsby party. The small-size dress fit her well, but her normal size is an xs-small. It looked great and she was happy!"
5.0,Came in perfect time and was comfortable and adorable
4.0,well made.  Just a little too small.
5.0,Nice dress
4.0,"Fit great, and was normal quality for a costume."
3.0,Returned
1.0,Too small says it all!!
5.0,This is a classic flapper dress.  The x-large fit great for size 14.  I received many compliments.
