overall,reviewText
5.0,Great Hose. Very flexible and easy to work with. Hadn't had it very long but it appears well made and should go the distance.
5.0,"This hose is a bargain. I have shopped hoses at Home Depot, Ebay, Walmart, and here on Amazon. I was looking for a stout and reasonably kink-proof hose for the sprinkler in my front yard. For the price, this one cannot be beat. This is a very good quality hose that has been a pleasure to use and I've ended the problem I had with the last hose kinking when dragging it into place. No kinking with this one so far."
5.0,Excellent hose and very durable.  I've used it for over a month now and it is just as described.  No leaks and not so heavy that I have to drag it.
1.0,"...horse poopoo!  Advertised as 600PSI test, 8-ply build, this hose leaked at BOTH ends after overnight 60PSI test.  Attached for your enjoyment is a cross-section of the hose I probably can't send back for a refund.  Now I ain't no rocket scientist but even on close up I can't see more than two layers separated by a flimsy nylon mesh..."
1.0,"it was a selection we found when searching for ""rubber garden hose"" and it's made of vinyl. we sent it back. might be a good product, but amazon listed it along with other hoses that are actually rubber hoses, which is what we now have after returning the gilmour product"
4.0,"There is a competing seeder by the brand of Jang (nearly $400), that may be of interest to those reviewers who are critical of this Earthway.  For more on the comparison by a farmer who used both, as well as some useful tips on easy modifications, and more, try Googling
 ""  Jang or Earthway? A small farm vegetable seeder comparison  "".  The aforementioned article is found at the  rethinkingagriculture dot com  website.

As for me, I will be trying this Earthway come next spring (if the oil bust in North Dakota doesn't force me to relocate), and will update with my experience at that time."
5.0,"It has really made a lot of my seed planting a lot easier.
I was amazed how fast I was able to sow a 30'X30"" patch of corn and similar patch of beans and peas.

It also cur down on waste by precisely spacing the seeds and distributing them properly"
5.0,A OK
5.0,worked well
5.0,Great. Thank you.
5.0,Great gadget. A real back saver. Plants multiple types of seed at the correct depth and covers the seeds too.
5.0,My mother loves it
4.0,"Works as intended, would recommend for purchase.

Suggested modifications.
1 - buy a seed cover, the stand makes it easy to tip over and loose all your precious cargo."
1.0,"I was very disappointed in the performance of this machine.  Mainly wanted it for small seeds like carrots. Not only do you need a lot of carrot seed for the plate to pick them up, they then slip behind the plate and won't continue up to drop to the ground. Beet seeds plugged up and planted very sporadically. Green beans jammed somewhere along the way. Of course you can't see all this until the next week when the seeds sprout. Wish I had not wasted my money."
5.0,We purchased this for a friend.  We have one that was purchased in the early 1970s and still going strong after 40 years.  Wouldn't be able to plant a garden with out it as it would be too hard bending over to drop seeds.  I would recommend it to anyone who plants a vegetable garden.  Another friend borrowed it every year till he bought one for himself.
1.0,"I never had a hose that kinked so easily as this one. When it kinks, it totally cuts off water flow. Most hoses just lose pressure when they kink. This one loses all pressure. My Sears Craftsman hose is 10 times better."
4.0,"I guess I should have purchased a longer hose.  We live in So Cal --- which means a car wash does double duty...water the lawn while washing the car.
It's definitely a good quality hose.  Will order a longer one soon."
4.0,Strong and flexible.  Still can kink if you don't watch it; otherwise I would've given it 5 star rating.
5.0,best hose out there won't kink
1.0,"For the high price and glowing reviews, thought for sure I'd get several years of use from this ""quality"" hose but nope...I bought this last year and have used it about 5 months and now it leaks! I have never had a hose leak where this one does - about an inch up from the crimp on male brass fitting(see pic). Btw, the hose was drained and stored indoors last fall/winter and this is not a simple washer issue...It is leaking in the middle of the brass...Very strange and disappointing - especially for this price! Save your money...

Update: Glimour is replacing the hose at no charge per their warranty. I filled out a form on their website and included this pic - nothing to mail in - they are taking my word. [...]

I will update when I receive it and then again after a similar amount of use. Hopefully they have the (known?) problem fixed as I really am needing additional quality hoses to purchase in the near future but I am now very hesitant...

This still doesn't change my one star rating for the hose; however, they do have 5 star customer service..."
5.0,"As pictured, described and expected and it arrived on time."
1.0,"It worked well the first season. This spring it sprung a leak just beneath the nut, so it cannot be repaired. A hose should last more than one season."
4.0,Good product!
5.0,great hose
5.0,"Great hose, since it is not affected by weather."
5.0,"Works great for me. Used in well tilled soil. Soil is extremely rocky, but with a little effort, this seeder pushed aside 3 and 4 inch rocks. I planted 14 eighty foot rows of corn in 45 minutes. I like this planter a lot. No bending over to plant garden. For $100, this is a great tool for planting corn, beans and peas.  I did add weight to the chain and to the end of the row marker. For once a year use, the planter is plenty sturdy enough. I would buy this again."
5.0,"If you have a Sm garden YOU need the EarthWay and ALL the attachments. It will save you a LOT of time and your rows of seed will be spaced right and strait every  time. My garden is about two ac. I use my earthway to plant all my seed ( corn,cabbage,turnips,peas,beans,okra,water mellows,squish,eggplant seed) just to name a few."
5.0,Makes planting the garden fast and easy
5.0,Love it for food plots
5.0,great
1.0,Easy to use but sweet corn seed spacing was very poor with numerous long gaps.  Seems that 2 seeds at a time went into the slots and then would not fall.  Very disappointed.
5.0,"Ordered the Earthway 1001-B Precision Garden Seeded with 6 plates after I realized that with advancing age, ours, not the seeder, the ground was just a little too far down to have our old back chasing seeds. Great product."
5.0,This seeder is AWESOME!  We planted sixty feet of sweet corn in less than 10 minutes.  We love to garden and now we love it even more.
4.0,"I really like the planter.  I thought it sowed fertilizer too but it doesn't, but besides that, I love it, although, the really small seeds don't seem to feed that well.  Do you have a special disc for smaller seeds?"
4.0,"There are definite advantages to using this tool. More uniformity in spacing and depth, However, there are some disadvantages for a small garden. Since the rows are short, it seems like you just get started and then you are at the end of the row. Also, for a small garden you use less seed, and then the disc does not pick up the seed due to the lack of quantity. Because it was my first use this year, I had to see what worked and what didn't. I did not know what worked until the seeds started growing. I had problems with static and that caused two seeds to be planted together. Tricks of the (trade) use will have to be learned. Overall, I am glad I purchased the tool."
5.0,Fantastic!  Durable.  Exactly what you need !  A +
5.0,excellent hose!
5.0,"I do like this hose.  No kinks, and easy to put back on the hose hanger after use.  Good strong connectors.  Good buy!"
5.0,My husband buried this hose in the yard last year to run down to my garden. Still working great!
5.0,Works well and durable
4.0,"I have only had it a few weeks, but so far so good. While it is better than any hose I have ever owned, it has kinked once or twice. I would still buy it again though."
5.0,"I just received the 50 foot premium duty 5/8"" Gilmour Flexogen 10058050 as a warranty replacement from the one I bought in 2008. The male end fitting was much thinner than the current replacement, and it had separated between the threads. I have read some comments on Amazon that warranties weren't being honored. They are being handled by Fiskars, and it took about 3 weeks to get the new hose. Go to gilmour.com/warranty-information. I included a photo of the failed fitting and the purchase receipt. Great customer service is worth a mention, and I don't work for Gilmour. By the way, the wrapper says not to use with water exceeding 100 degrees."
5.0,It is thinner than the last flexogen hose I bought but very good and lighter so perhaps easier to use. I like the colors.
5.0,"Fantastic hose. Holding up very well. A bit stiff, but that's the price for a kink free hose."
4.0,"Good, strong hose.  It is still a little stiff so it does tangle a little."
5.0,Very easy to use. Cuts my gardening time in half. Love it!
4.0,It works very well. It is much better than a hoe or pick axe. However don't think that you can just push the handle. It still took a lot of muscle to get it through the garden
4.0,ok it has been used twice now.. So far so good.. You grab and think its a bit rickety and by some perspectives it is.. But you have to rate it on whether or not it does the job intended and how well it does that job. I got to use 3 different plates so far and even the smallest one did a great job of distributing the seeds. Other reviews talked about the ground having to be pure smooth for it to work.. I did not experience that issue however to improve my odds my rows were freshly worked (tilled) so it didn't have any problem with the uneven surface. I would think due to its weight if the ground was not freshly worked it might cause an issue but following the instructions proved it does the job and it does it well. The reason for 4 vs 5 stars was the row marker.. I just took it off. It did not leave a very clear line at all but it was not necessary for my application anyway as it is not long enough to cover the distance I need to both accommodate the crop and the tractor I am using to cultivate with.
5.0,Easy to assemble and saves time and backaches. It has handled all my garden seeds this year so far Great product and very well made. Thank you.
1.0,One word JUNK!
4.0,Had an older model but lost it when our garage burned. This one works about the same although I've noticed it sometimes skips loading seed corn as smoothly as the older one.. Not sure if the plates have been changed or the seed we use is just larger but beware you probably need to run down the rows twice to get a good stand of corn.
4.0,It worked fairly well
5.0,It works great after tilling and preparing the soil. Great marking tool with sized wheels for each vegetable row clearly marked and ready to go.
4.0,Works just like the old ones a few extra plastic parts but seeds nicely.
5.0,My husband loves this little planter.  It has saved time in the garden and his back.
5.0,worth the extra money  well made
2.0,I don't know what it is with hoses anymore. Doesn't matter how much you spend they leak at the faucet and whatever sprayer you put on. At least no kinks yet.
2.0,"Buyer Beware!  Misleading. This hose it not 50 feet long.  When we received it, we opened it and uncoiled it.  The first time we used it, we realized it was shorter than our previous 50 foot hose that this one replaced.  It would not reach the far side of the flower bed as the previous hose did.  So....we measured the new hose it is less than 47 feet long."
5.0,great hose
5.0,"I love this tough, durable hose. The length is perfect for a large backyard & kinking is a minimum even in cold weather. It is easy to attach to the faucet & the water flow is great. An extra is the metal spiral at the faucet end to keep it from crimping where it hangs down. Much better than the plastic sleeves on other brands. The 8-ply construction is tough enough to withstand the elements be they hot or cold. I've had this hose for about 8-10 months & it is as good as the day I bought it. So Gilmour is my hose of choice for the future."
5.0,super easy to reel in and very durable!
5.0,"Heavy duty is correct. No hyperbole here. This is a rugged heavy duty hose that gets the job done with no leaks, no holes, and added durability."
5.0,"perfect length at 75 ' and very fast shipping,works great!"
3.0,"Decent hose.  It still kinks to a small degree, but is easier to straighten than my previous hose (which was a piece of garbarge....I spent most of my time trying to straighten it out and eventually just threw it away).  The hose material itself appears to be good quality and hopefully will last a long time.  My only wish is that the brass fittings on either end were a little more heavy duty."
1.0,Hose snapped at connection to faucet after a few months.  Wasn't abused or stretched - just poor quality construction.  Far too expensive for the quality.
5.0,"Just as all the others say, this unit does the job. My only question is why I waited for so long."
5.0,Seeds and covers a row in seconds!!
4.0,Works great in well prepared seed bed.
4.0,Great product.
4.0,MY customers l love using this product. Thanks AG
4.0,done pretty good skipped some corn seed but over all good did the bean seeds good
4.0,very satisfied with this item. does an outstanding job.
4.0,"I read the problems about the seeds getting stuck behind the seed plates. I solved the problem. When planting peas, the seed would get wedged behind the plate and bend it. To solve this problem, I simply filled the hopper up with water. Once all of the pea seeds were wet, they flowed through the mechanism with no problems. String bean seeds however only work dry for me."
5.0,This product was everything it said. Sturdy construction
5.0,Product arrived 5 days earlier than promised. Works great. The spacer bar needs to be longer.
5.0,"I've been through a few garden hoses from big-box stores, either they kink very badly or leak through the fittings. This one does neither - I'd buy another but I don't see this one wearing out anytime soon."
5.0,Great product.
5.0,"Nice hose, easy to roll up and doesn't kink."
5.0,"5/8"" x 100' foot available at Walmart for $42.76... that's about $10 cheaper than AP, so had to go there.

It's a really good hose for the money.  Tuff and tangle free.  Well attached brass ends.  It's mostly PVC so it gets stiff below 45F, but is a tuff trouble free hose in warm weather."
5.0,"I just love these Flexogen hoses. No kinks!!! The big box stores in my area didn't carry a small size like this 15' one. It's perfect for my front porch, does the job and is easy to tuck away out of sight."
5.0,"love it i don't need to connect to other water hose.this what i need.good product so far.thank you,sofia"
4.0,ok
5.0,Good sturdy quality.
4.0,"This was a replacement for a ""lifetime"" hose from another manufacturer. The previous lifetime hose lasted about ten years. It did not like being wound on a hose caddy/reel. It kinked about 8 places in the 100 foot reel. It kinked so badly where the hose end screws into the hose reel that I had to hack off the end and replace it. The replacement lasted longer than the hose.
We've only been using the Flexogen for about a month. Baltimore weather decided to be February until early April. When, in early April, I wound it on the hose caddy/reel, it immediately developed some kinks (I didn't count them) as it was assiduously wound correctly, spread across the reel, etc.by its faithful servant, me. I think that kinking is unavoidable, given the 8-ply. The ideal reel for 8-ply is probably twice in diameter what the normal reel gives you (""normal"" assumes a crappy hose with no stiffness that you're going to replace soon). Lifetime hoses are too stiff for the usual reel.
So far, it has worked quite well. Though I saw kinks and we rarely unreel the whole 100 feet, water flow is excellent. The faucet end has a neat wire wrapping that will help keep it from kinking fatally where it screws into the hose reel. Both ends of the hose have really good whatchamacllit thread things -- high quality and sturdy."
4.0,"So far so good. Stiff hose but appears to handle high water pressure (100+/- psi) I ordered two of these hoses 2 months apart, one had a spring support near the female connector one did not."
5.0,It really works great. Can't go wrong.
5.0,"Very good planter for the small gardener.  I only have so
many bend overs left in my back and this product has sure saved
a few."
4.0,"Does a good job, needs a lot of seeds in the hopper or it skips."
5.0,"My wife won't stop smiling, this thing allows her to do in ONE minute what used to take 20 minutes of back-aching bent-over work. She loves using it. Excellent quality, versatile, great buy you won't regret."
5.0,Just got done using this to plant14 100' rows of corn in about 25 minutes and 3 100' rows of beans in about 10 minutes simply awsome amazing
5.0,Planting is a breeze with this seeder!
5.0,"Haven't used it yet, but think it will work great."
5.0,It saves my back when it comes to planting seed. It took me a fourth the time to plant the garden.
3.0,Hard to get the right plate for the seed sizes.
4.0,It works for well tilled soils
5.0,Getting ready to order another one - a 50 foot one this time!
5.0,Absolutely great garden hose. They last forever and they don't kink.
5.0,"I was looking to replace my 150' long black rubber hose with a lighter hose, that didn't kink, didn't get your hands black and if left in the sun didn't heat up the water in the hose. I researched every material available and decided on two 75' long hoses made of  Flexogen. The hose has not disappointed. It lays flat, is lightweight, dose not kink, the surface is smooth and clean, has a nice unobtrusive gray color, it looks very durable,  and the fittings do not leak.  Wat more could one want in a hose?"
1.0,"Bought these hoses due to ""the best hose you'll ever buy""  ""premium duty""  ""Lifetime Warranty""  blah blah blah. The very first time my wife tried to use one, it kinked and of course only a trickle of water. Here's the kicker: Any normal hose you'd just un kink it and life would go on. But no, not this hose. The kink is apparently permanent - the hose is simply collapsed at that point.
Don't waste your money."
5.0,Had it a couple months now and it's held up nicely. Harder to kink than most hoses. I would buy it again.
5.0,"For a serious gardener, this is a great choice.  I bought 2- 75 ft lengths  my hose reel holds 150 feet. The hose is well made and has excellent, water tight couplings with good spring protection for all the abuse and dragging around I will put it through.  It feels durable without being deadly heavy.  I water a green house and large vegetable garden daily and have gone through a lot of hoses over the years.  This hose was advertised as non-kink, but I've already had a couple of episodes when kinks happened.  However, I would describe this hose as very highly kink resistant, quickly unkinks once the hose is adjusted, and much more trouble free to haul around and operate than any other hose I've ever owned.  Careful storage, by winding your hose onto a  good quality hose reel is one of the best ways to prevent kinks and prolong the life of any hose.  This hose has been in use daily since March (located in Central VA)  and has gone through at least two times when night temperatures went down to 26 degrees  just fine.  I'm looking forward to seeing how well this hose will do through from October until mid December with use in grow tunnels.  I think it will work fine, but will report again later.  Highly recommend, especially if you water a lot."
2.0,"Mediocre at best, kinks and the hose has 'memory', bends and tends to stays that way, won't buy again. Should have made a trip to the local hardware store."
5.0,"Love it, good to go."
4.0,Works good and no kinks so far.
2.0,Great hose and obviously does what it is meant to.  I use it around the hose regularly but this hose kinks a lot which is super annoying because you have to constantly go find the kink.
1.0,"Well, this might work for some  folks but I think just blew 100 bucks.  Didn't cover the seeds or even plant onions. Guess I'll go back the old fashioned way."
5.0,"My earthway exceeded my expectation , I love it."
5.0,"I had one of these before  several years ago and it got stolen . Well I hadn't garden for long time after that. Now I'm back to it and just had to get another seeder to plant and to fertilizer spreader.  It is very easy to plant your seeds and too plant them in straight rows. The only problem is the row marker sometimes jumps around alot and you get a dotted line in the soil.  I put a bolt in the end of the marker for weight , now I get a straight line for the whole lenght of the row."
5.0,Just what the doctor ordered! Works great for my market garden.
5.0,".if you want to make your own seed plates for a seed that is not included in their sets,e.g, quoina, you'll have to order their BLANK SEED PLATE, part # 18106, from Earthway DIRECT.

You get the blank seed plates from Earthway. BUT THEY DON'T COME WITH ANY INSTRUCTIONS. You'll have to contact Customer Service to have them e-mail you the instructions.

I've counseled them to start including the instructions with the plates."
5.0,This planter works great. Make sure your dirt is smooth and worked well . No lumps
4.0,"Seeder works decent.  Maybe a little more weight and some different handlebar geometry.  I'm 5'11"" and I had to bend down to use this.  After making many 80' rows, my back was sore.  Dropped seeds alright.  Had to lean seeder to the side to get the seeds to drop into the rotor pockets."
5.0,This was a gift for my son and he was very happy with it.
5.0,GREAT USEFUL PRODUCT
5.0,Just great!  I had one many years ago and this is even better built.
5.0,"Great hose, it doesn't bend or crimp easily like so many do.  We ordered it to replace an old, broken hose, and will be ordering another soon for the front yard.  We are pleased with this and glad to find it here, as we couldn't find one anywhere near this good locally."
5.0,No review
5.0,You will never have to buy another hose as long as your wife doesn't run over it with a lawnmower. I bought another one just like it but I also bought a splice kit so I'm still using the fourteen year old hose and waiting with a back up for the next time she mows. It is better than a good product.
5.0,"Great hose, can't say more!"
4.0,"Good hose for what it cost. It does leak from the attaching part no matter which faucet we attach it to and even replacing the O-ring did not help. We don't use hoses too often so that is not an issue for us. For a small town home where we just need to hose down a porch or sidewalk once in a while, this hose has been perfectly fine. We store it indoors so it should have a good lifespan."
4.0,"Haven't used yet, but weight is MUCH better for me.  Test will be in the 'no kinking'  department!  will follow up.  Love light gray color"
5.0,Love and ordering 2 more!
5.0,Nice heavy duty hose.
5.0,"Good hose, great warranty. One of the hoses developed bulges. Contacted Gilmour, was told to cut off ends and mail to them.
Less than a week, I received a brand new hose. Renewed my faith in warranties"
5.0,very well built starting works great the only downside is amazon says it's free shipping that is not true I paid a little over $17 for shipping
5.0,we are grateful for the time and energy this planter saves us and our friends.
5.0,It sure made gardening easier this year
5.0,"If you enjoy gardening this is an must have. My grandpa had one of these when I was a child, I remember using it during the gardening season, my parents still have it today. They are great quality, the new one I purchased is just like the one my grandpa bought over 60 years ago, that is just something you don't see anymore. Great heritage Earthway please keep it up."
5.0,works great
4.0,Came as promised. Works great.
4.0,Used to plant my garden works wonderful..
5.0,use it all the time
3.0,Broke wit the second use.
2.0,"Came well packaged, easy assembly. Does not work. I had one of these in the past, worked perfect for years but just got old and worn out.
The bar that measure distance broke off almost immediately, smaller seeds came out in patches as in every full turn instead of every notch. Larger seeds worked better.  It is in the shed now, will try it again next year maybe but not holding out hope."
1.0,This hose is only a few months old and it started to leak at the connection.  HORRIBLE... STAY AWAY.
5.0,"Great hose - strong but flexible, really good-looking!  dark grey, matches the color of our house.  Love it."
5.0,Very nice hose with excellent ends on it.
5.0,GOOD HOSE THANKS
5.0,"Exactly what i wanted. well built and good brass connectors, not cheap plastic."
1.0,At 40 degrees this hose is no more flexible than any typical plastic hose I've every owned. Disappointed buyer.
4.0,nice and flexible
5.0,Pretty quality hose.
4.0,"Good, but not as nice as the previous green color hoses it replaced."
4.0,"Good hose. I have had many Felxogen hoses over the years. BUT, the grey color is better suited for an industrial setting. PLEASE bring back the green garden hose for home use."
5.0,THESE ARE GREAT!!!
5.0,"We use this every year to plant our seeds.  We used to waste seeds, but the seeder doesn't waste."
4.0,Works well enough to save the back and plants evenly.
5.0,excelent produts an service
5.0,"My wife loves it, we planted 2 acres of corn withit and are considering the fertilizer attachment.
Well represented and shipped fast"
4.0,"Does the trick for most seeds.  Row marker works in perfect soil only, add a few rocks and conceptually it should be fine but its not!!"
5.0,All good!
5.0,I plant everything with mine and have so for many years it plants the seeds to close but  everyone I know comes dig plant when they are big enough for their garden the I just clear them out
2.0,"I have used this to sow fennel seed twice (120m), both times with basicially nil result. Admittedly this is my first use of it and the second time I changed the depth. I also wanted to use it for fava beans but have learnt it needs to used on fine tilth soil and at an even level to avoid variation in depth. After this investment (shipping to NZ) I will perserve and hopefully this is just a newbie glitch."
5.0,"Works wonderfully.  Better than bending over all day.  Trick is to move slow and pay close attention to the seeds dropping in the tube.  The aluminum construction is not heavy duty but as the instructions say, use in well tilled soil."
5.0,"Although I partially prefer pistol grip nozzles because of the control with one hand, this nozzle is a winner. I am using this because the pistol grip hoses always get caught like hooks for me as I drag the hose. I am not gentle with my hose and this nozzle does not mind one bit! The rubber is great quality and doesn't look any different after a couple months usage. This is not your typical Made in China throwaway. This will last for many years.

The spray patterns are also great, a variable controllable mist along with a great high pressure stream. I primarily wash my car and driveway with this."
5.0,"Durable, solid, good performance, just what I wanted.  No drips, seals well. I purchased this particular nozzle because the types with handles catch and snag when useing my hose reel.  It does an excellent job."
5.0,"I bought this excellent twist nozzle (#528) along with the Gilmour shut-off valve (#03VHF) and these two pieces working in tandem are perfect for not only the low pressure gentle watering of yard plants but also for high pressure spraying of vehicles, driveways, sidewalks, etc.  The solid brass construction and sturdy feel of the moving parts tell you right away that Gilmour has designed exceptional garden hose attachments which will last for years to come."
5.0,"This is the very best hose nozzle on the market.  I have tried everything else and there is no comparison.  Good old fashioned heavy brass with two O-rings and a silicon hose washer that does NOT LEAK.

You can not go wrong with this."
5.0,"Another Quality Gilmour Product

Whenever I've strayed and bought nozzles by other manufacturers, I've regretted it.  Gilmour solid brass nozzles are the best; I've never had one wear out, even after decades of use.  And, with the rubberized coating, twisting the nozzle to adjust the spray is a breeze, even if your hands are wet and muddy. These would be the nozzles of choice for anyone with arthritis or reduced hand strength (although, admittedly, they are not as aesthetically pleasing as the plain brass). The nozzle has been in use for nine years now and works just as well as the day it arrived."
5.0,"Excellent quality.  Most importantly, it works without giving one a shower in the process,  ASIN:B00002N68F Gilmour Solid Brass Twist Nozzle, #528.  Hopefully, it will last for at least a year."
5.0,Best garden hose you can buy.  Very flexible yet resists kinking.
4.0,"Great hose, very pliant material, I like it in every respect except for one.  Right out of the box, the plastic has a very strong smell that will stink up your house/room so much you will wonder if there was a chemical spill.  If you immediately put this outside / in the garage, you probably won't even notice."
5.0,Very sturdy looking hose.
4.0,Works well but still kinks on rare occasions. Good strong end fittings.
2.0,leaks after less than one year
5.0,"Good hose. been using it for 4 years now. Never once has kinked. Recommended

Recommend getting a hose reel for it as well, makes things so much easier"
5.0,Love these hoses.  Will never purchased another kind. The color is perfect for our home/yard
3.0,"The main connections leaks after a couple of uses, nothing major.  More of an annoyance than anything else."
4.0,Good heavy duty hose.  Stays flexible.
5.0,These guys make a good durable hose.
5.0,great machine for the money
5.0,Works well.  I have used it to plant my garden for 2 years and it works every time with no hassle.
2.0,Flimsy and mostly plastic.  Real gardening/farming tools are mush better made.
5.0,Good!
2.0,only good for a very small back yard no designed well.
5.0,"This is a great machine and is very easy to use.  The seeds that I planted are coming up in their general spacing from carrots up to beans.  The seed plate changing was confusing until I figured out what to hold and what to twist (operator error I am sure) but then it was a breeze to change the plates.  It made planting fun and I was sad that I couldn't plant more.  The optional plates don't seem to be needed for the average gardener but if you were planting enough to sell, they might be handy in being more seed specific."
5.0,"Planted 6 rows of bean seeds right off. Went the whole garden after That with corn . Never missed a seed. Love this little seed sower. made my work easy. I have a big garden , many rows on top of rows. Ill always have this to use."
5.0,I wish we would have known about this last year when we put our garden in.  So easy to use
5.0,"Several reviews on here complain about the light weight construction of this seeder but I have no problems with it.  It is built of light weight aluminum and plastis but I am sure it will last me a lifetime.  If your soil is freshly tilled and raked smooth you will have no problems.  I planted 4 30 foot rows of corn, 2 30 foot rows of carrots, and 1 30 foot row of bush beans in about 15 minutes.
I played around with the seed wheels to drop seed where I wanted it.  I put masking tape over some of the holes to space the seeds farther apart.  I am already looking forward to planting next years garden."
1.0,not worth buying. husband hated it. was going to plant a food plot said he couldn't get it do it's job. very cheaply made. I wouldn't waste my money.
5.0,"This is the only Amazon product I bought in 2004. I just now realized that it is eleven years old and it still works fine. Sometimes it kinks, but it has been used thousands of times under high pressure, my house has over 100 psi and couplings used to explode if you had a spray nozzle and didn't run to turn the hose bib off as soon as you were done spraying. Good, expensive hoses too. This one was different and still is."
2.0,"I am completely finished with this company.  let me tell you why.  I bought two new 100' hoses from this manufacturer.  they both went the same way, developing a hissing leak between the brass female end (the end that attaches to the hose bib) and the brass compression fitting that attaches to the hose, in  less than a year.  I ALWAYS leave my hose nozzles open to prevent any bursting, and in any case, you would expect the rubber part of the hose to fail.  When the first one went, Gilmour was good to their warranty and offered to replace it, providing that I cut off both ends of the hose and send them back.  So in order to have a functional hose while I was waiting, I would need to buy not one, but two hose repair ends (male and female), as well as spending the time to buy them and make the repair, as well as the cost of sending them back.  OK, I did it for the first hose (about $12 out of my pocket, plus the time), and they sent me another.  A few months later, the second one developed exactly the same problem at exactly the same spot.  And yes, they will replace it, with the same conditions.  I'd rather be able to buy a hose and have it work.  The warranty doesn't help when I need to use a hose.  Never again with this company."
5.0,"I have had this hose for 9 years.  It has withstood freezing temperatures, including the coldest winters we've had in 100 years.  It has been stretched, coiled, pulled around corners, stepped on, and generally abused as a garden hose can be.

It hasn't leaked.  It doesn't kink like other hoses I've had, and it outlasted the outdoor faucet it was attached to.

It is so good, I'm buying one for my relatives who just bought a house.
Excellent, excellent hose."
4.0,"This is my second hose of this type. While it is flexible and seems hearty, it cracked after two summers here in sunny California..it was close to the neck end. It was not used but maybe twice a week but I guess the hot sun got to it. I like the length and the non tangling aspect of this hose.

Oh and I forgot, it is pretty color...lol!"
4.0,Good hose that unkinks easily if it gets twisted.  I have it mounted on a hose reel. I like the outer layer of the hose; it is well built but not too stiff.  The hose is much better quality than what you find in a hardware or big box store.  I would purchase it again.
5.0,So far so good. hose has been used twice to do power washing jobs that lasted for well over 8 hours each time and it held up excellently. I would certainly recommend.
5.0,Works great.
5.0,"Works very well.  No real kinks, stands up to abuse and rolls up nicely."
5.0,No leaks and no crimps or tangles.
5.0,"This hose is well made, and the water doesn't smell like plastic when it comes out of the hose.  Would definitely recommend."
5.0,This is the second earth way planter that I have owned over the past 10 years. It is a real time saver. It plants anything frocavern to lettuce with no problem.
5.0,Works great definitely a back and time saver. And we'll worth the money would highly recommend to any one else
1.0,This seeder felt like a toy. It didn't have the weight to penetrate the ground. The mechanism did not reliably deliver seeds with the proper spacing. The row spacer flopped around and would not stay locked upright. Spend the money and get a better one.
4.0,"The only problem I ran into was one variety of corn had seeds that were to big for the plate. Other than that, it worked great and cut my planting time considerably."
5.0,Father in law had one over 30 years old. It was pretty beat up so I bought another. Except for a few improvements they are alike. the plates are the same which is great because he had a bunch that I didn't have to buy extra. He told me they were the cat's pajamas. He was right! It cuts planting time to a fraction
5.0,I would recommend this planter any serious gardener. It takes the work out of work. This the second one I have owned. I ran into my other one last year with my truck and had to plant 12 rows of corn by hand and it took me 3 days.this year it took me 20 minutes. The Planter  is well built well and very easy to use.
3.0,"It will work if you open the row with another implement so the soil is ""fluffy"" soft. The planter drive wheel is the front wheel. it is larger than the rear. To get the planter to operate, you have to put downward pressure on the front wheel. This causes the rear wheel, that is supposed to be compacting the seed, to rise and not touch the ground, therefore it does not compact the seed very well. Another gripe is the handle design. All the down force required to get it to work requires a firm grip on a sufficient handle. This unit has a very uncomfortable handle made out of bent aluminum bar stock. (My hands are designed to grip round objects, not bar stock). The poorly designed handles will allow me to grip them with only 3 of my fingers. Because I need a lot of down force to get it to operate, I need all of my hand on the handle, not just part of it. The seeds drop ok. It works in ideal soil conditions and for people younger than 66 that probably have less arthritis than I do in their hands. I almost put it up for sale on Craig's List, but decided it does have some use, and future, with limitations, for me."
3.0,Does just what it says and makes gardening a bit easier on the back. Nice neat rows and adjusts to different seed sizes.
4.0,Works well when hopper is half full to full otherwise you need to turn it to the side . I am happy with this planter planted 16 rows in less than 20 minutes.
5.0,"I planted everything but cucumbers,squash,and cantaloupes. The planter done excellent with sweet corn,but I had to tape up every other hole in the plates to space out string beans,butter beans, and okra. All in all it performed better than I expected."
1.0,"I wanted to return these the first time I used them, Amazon refunded me the money and said don't worry about the return. I want to respect that but also want to point out that these clippers are awful. If the one I got was defective I appologize to the company but after trying them out I was so insulted by the price and performance I got angry and had started the return.
I compare these to some $3 clippers of the same size from Walmart. These clippers snagged on themselves, were extremely stiff and ""choppy"". They couldn't make it through some of the most insignificant branches of my small shrubs and when left in the garage (even after cleaning) in one night they rusted so much I had to soak them in WD-40 before being able to get them to move again. After the soaking they look awful, perform very poorly and you should just pay a few dollars extra and get some Fiskars."
5.0,"The handles have rubber like grips that are quite comfortable to hold and your hands,  either bare or in gloves don't slip. The blades are extremely sharp and cut through my hedges with ease. I'm no Edward Scissorhands but I thought I did a great job thanks to a great tool. PLUS***** OMG SO SO CHEAP TOO in price not quality really you cant beat these at twice the price."
5.0,"This is definitely the best value for the money I paid. I have used it to cut tree branches (thin ones), shrubs, cacti etc. Does what it is supposed to. No complaints, good quality"
5.0,"I've used these Gilmour shears through two summers with light-moderate use.  They are sturdy, handle easily and are still sharp.  And, no problem with loose blades. I recommend them highly."
